Firm_ID,Year,E_Score,Revenue
MFG0425,2023,57.05,277.63
MFG0392,2022,56.54,194.16
MFG0267,2020,78.98,339.38
MFG0214,2023,81.61,306.11
MFG0179,2020,55.13,224.45
MFG0088,2023,73.67,103.35
MFG0041,2019,76.27,355.06
MFG0401,2021,65.58,264.39
MFG0076,2019,85.64,368.43
MFG0377,2023,68.21,163.64
MFG0046,2021,53.11,307.17
MFG0160,2021,69.86,296.83
MFG0463,2023,87.05,279.02
MFG0080,2023,68.2,458.05
MFG0310,2020,60.48,316.09
MFG0086,2023,78.91,126.91
MFG0092,2022,74.84,259.93
MFG0148,2023,71.97,138.66
MFG0161,2022,77.25,441.54
MFG0202,2023,64.39,324.63
MFG0424,2020,65.4,284.0
MFG0416,2022,80.0,158.93
MFG0242,2019,61.37,317.28
MFG0353,2022,89.76,404.9
MFG0002,2020,85.52,359.15
MFG0225,2022,59.41,355.22
MFG0289,2023,88.23,443.42
MFG0233,2023,73.67,452.84
MFG0461,2020,87.23,310.81
MFG0414,2021,73.47,358.85
MFG0417,2023,70.05,471.36
MFG0077,2019,68.9,199.57
MFG0116,2020,45.05,347.8
MFG0154,2022,82.2,197.79
MFG0406,2022,64.22,262.63
MFG0103,2019,82.56,433.81
MFG0194,2023,90.41,215.62
MFG0166,2020,65.65,409.04
MFG0359,2019,65.0,239.27
MFG0090,2023,83.09,409.94
MFG0174,2020,66.86,446.33
MFG0122,2022,86.49,209.36
MFG0498,2020,64.4,363.79
MFG0143,2021,87.82,410.95
MFG0482,2020,68.64,256.74
MFG0106,2021,75.63,356.87
MFG0375,2020,82.8,180.46
MFG0428,2021,77.63,519.15
MFG0305,2022,83.78,225.5
MFG0360,2023,55.98,271.15
MFG0459,2021,67.52,286.69
MFG0317,2021,72.7,308.17
MFG0451,2022,63.58,344.79
MFG0123,2021,82.68,343.16
MFG0390,2019,66.37,189.0
MFG0009,2022,63.6,175.12
MFG0262,2019,82.35,469.83
MFG0073,2022,60.5,415.78
MFG0359,2021,61.04,169.77
MFG0223,2019,77.59,339.61
MFG0416,2021,86.78,381.26
MFG0041,2022,73.78,506.34
MFG0370,2021,54.23,252.52
MFG0204,2019,79.53,402.16
MFG0264,2019,65.48,372.67
MFG0328,2021,84.33,231.16
MFG0178,2020,67.82,265.55
MFG0348,2022,84.58,224.87
MFG0318,2022,67.4,336.06
MFG0084,2021,64.42,145.46
MFG0318,2020,50.91,278.2
MFG0111,2019,64.74,264.25
MFG0251,2023,73.95,95.64
MFG0383,2023,73.1,330.85
MFG0007,2021,78.73,367.74
MFG0459,2020,85.69,155.07
MFG0084,2020,72.32,300.27
MFG0208,2022,72.75,162.4
MFG0388,2019,84.24,312.22
MFG0390,2020,74.54,416.92
MFG0314,2023,61.85,249.23
MFG0022,2019,66.26,270.61
MFG0410,2019,48.57,511.37
MFG0383,2021,61.7,225.5
MFG0003,2020,53.41,206.45
MFG0127,2021,75.86,299.48
MFG0297,2020,85.33,541.65
MFG0188,2022,61.65,325.34
MFG0362,2021,62.06,234.21
MFG0014,2021,82.37,359.58
MFG0459,2023,67.04,374.5
MFG0466,2021,74.82,360.67
MFG0012,2020,80.17,378.27
MFG0087,2023,64.21,393.6
MFG0012,2021,64.42,287.14
MFG0397,2021,66.43,287.14
MFG0025,2022,54.91,384.1
MFG0301,2021,77.35,55.57
MFG0243,2019,78.61,40.76
MFG0122,2023,72.88,240.24
MFG0147,2019,86.96,265.69
MFG0055,2023,69.13,369.43
MFG0238,2022,78.79,251.98
MFG0356,2021,77.34,417.2
MFG0173,2021,63.21,314.41
MFG0392,2021,84.7,221.99
MFG0221,2023,73.41,426.34
MFG0119,2021,82.72,327.74
MFG0309,2019,57.69,170.16
MFG0183,2021,73.21,376.48
MFG0288,2022,66.93,376.38
MFG0307,2019,62.63,172.3
MFG0300,2021,87.5,310.72
MFG0082,2021,74.15,360.48
MFG0454,2020,55.75,133.49
MFG0402,2023,66.53,405.55
MFG0211,2019,82.33,231.16
MFG0150,2020,62.62,213.48
MFG0037,2022,61.5,271.59
MFG0352,2023,70.38,369.92
MFG0312,2019,77.16,399.71
MFG0361,2021,63.99,466.51
MFG0059,2019,76.3,210.67
MFG0131,2021,72.38,336.69
MFG0412,2023,73.72,368.19
MFG0202,2021,45.55,348.48
MFG0243,2022,72.18,202.04
MFG0035,2021,69.24,325.66
MFG0445,2022,76.29,332.15
MFG0093,2023,64.81,237.18
MFG0438,2023,67.92,348.34
MFG0447,2019,77.86,320.86
MFG0207,2022,87.9,164.74
MFG0353,2022,57.43,363.34
MFG0391,2020,77.64,311.44
MFG0332,2020,85.42,110.9
MFG0305,2020,79.64,270.01
MFG0350,2021,84.68,312.37
MFG0213,2020,66.02,228.08
MFG0159,2022,85.6,331.24
MFG0442,2021,64.03,271.23
MFG0445,2023,72.61,402.54
MFG0024,2019,66.47,327.11
MFG0404,2020,66.92,490.38
MFG0293,2023,53.07,155.81
MFG0004,2022,50.31,331.98
MFG0220,2019,84.94,301.67
MFG0364,2023,52.21,342.06
MFG0382,2019,74.75,430.86
MFG0020,2020,57.71,156.72
MFG0444,2022,62.67,360.79
MFG0152,2019,79.53,333.7
MFG0050,2023,73.78,209.03
MFG0177,2020,70.6,418.87
MFG0435,2020,84.59,306.07
MFG0096,2023,68.81,225.72
MFG0105,2023,85.53,342.86
MFG0420,2019,60.24,395.58
MFG0250,2021,58.91,331.76
MFG0117,2020,70.48,257.27
MFG0354,2019,72.04,220.58
MFG0228,2023,62.56,218.63
MFG0066,2019,68.96,379.49
MFG0335,2023,87.01,394.32
MFG0418,2022,67.66,274.85
MFG0420,2023,50.7,533.49
MFG0262,2023,52.82,276.17
MFG0295,2023,94.95,292.51
MFG0426,2021,87.96,260.44
MFG0243,2023,67.2,288.27
MFG0371,2020,80.92,296.14
MFG0186,2020,74.86,358.05
MFG0246,2019,85.98,280.55
MFG0125,2021,60.22,360.65
MFG0268,2019,60.53,140.31
MFG0131,2020,86.51,237.6
MFG0237,2020,55.57,267.97
MFG0018,2022,72.77,274.5
MFG0040,2023,71.51,116.66
MFG0021,2020,80.63,389.5
MFG0399,2019,73.54,153.11
MFG0225,2019,70.55,236.83
MFG0355,2023,67.81,297.2
MFG0282,2023,61.06,504.21
MFG0008,2022,70.17,294.7
MFG0100,2021,84.82,344.84
MFG0240,2019,68.85,151.59
MFG0478,2023,87.47,216.5
MFG0087,2019,80.04,230.42
MFG0298,2023,77.24,246.64
MFG0428,2020,70.22,401.69
MFG0014,2019,65.09,245.14
MFG0334,2020,90.5,360.85
MFG0002,2019,80.73,222.94
MFG0375,2021,70.47,272.05
MFG0293,2022,90.69,60.1
MFG0325,2020,78.92,292.91
MFG0422,2023,56.37,298.62
MFG0493,2021,67.31,280.6
MFG0041,2019,80.0,496.54
MFG0318,2020,88.58,293.48
MFG0316,2019,97.97,27.75
MFG0381,2019,72.28,178.05
MFG0111,2019,78.78,295.69
MFG0014,2022,65.27,292.04
MFG0231,2022,62.24,218.71
MFG0473,2023,53.46,197.87
MFG0084,2020,76.29,438.57
MFG0130,2021,85.91,398.98
MFG0231,2021,80.53,412.52
MFG0326,2021,72.96,237.18
MFG0145,2019,85.46,370.02
MFG0379,2022,104.46,43.27
MFG0345,2020,62.85,258.45
MFG0028,2019,45.34,244.86
MFG0066,2022,75.77,274.87
MFG0163,2022,83.91,311.54
MFG0229,2020,54.98,282.88
MFG0261,2020,81.16,187.24
MFG0449,2020,68.29,225.56
MFG0424,2019,75.71,351.82
MFG0460,2023,61.89,335.46
MFG0440,2020,61.21,459.28
MFG0164,2023,59.85,331.24
MFG0301,2019,79.34,448.8
MFG0407,2023,65.13,155.24
MFG0303,2021,74.97,359.07
MFG0287,2023,72.32,375.75
MFG0395,2020,59.02,348.49
MFG0010,2019,72.84,179.94
MFG0195,2020,74.61,331.74
MFG0118,2021,83.69,263.89
MFG0270,2020,88.44,357.85
MFG0080,2020,60.79,291.31
MFG0458,2020,75.9,243.1
MFG0093,2022,47.61,528.16
MFG0266,2021,81.36,225.67
MFG0332,2020,84.07,327.94
MFG0350,2020,42.61,355.18
MFG0361,2020,68.27,270.67
MFG0257,2019,62.13,413.92
MFG0133,2022,68.24,386.32
MFG0276,2019,66.06,131.33
MFG0264,2022,71.52,361.89
MFG0171,2020,82.86,477.29
MFG0460,2021,68.55,223.8
MFG0001,2023,61.14,162.26
MFG0313,2023,69.83,269.78
MFG0064,2020,69.21,296.78
MFG0374,2019,71.05,303.15
MFG0468,2021,65.09,404.72
MFG0284,2022,75.99,230.6
MFG0121,2020,86.23,353.1
MFG0107,2021,58.04,377.07
MFG0421,2021,76.96,310.24
MFG0175,2022,82.56,237.6
MFG0485,2021,67.23,184.33
MFG0204,2019,85.77,146.4
MFG0165,2019,71.33,153.01
MFG0305,2019,59.61,139.04
MFG0497,2021,58.01,452.46
MFG0120,2019,80.63,281.88
MFG0044,2022,79.62,504.27
MFG0312,2021,89.21,336.85
MFG0156,2023,79.38,146.36
MFG0367,2021,70.91,280.19
MFG0207,2022,77.31,362.59
MFG0390,2023,72.79,331.1
MFG0108,2021,68.34,256.34
MFG0251,2019,65.96,388.85
MFG0445,2020,53.05,194.7
MFG0404,2020,63.84,317.15
MFG0370,2019,71.78,378.88
MFG0334,2020,42.23,262.43
MFG0130,2020,66.34,349.29
MFG0457,2019,82.13,286.96
MFG0293,2019,86.78,319.58
MFG0020,2021,66.2,341.37
MFG0282,2021,65.79,270.14
MFG0285,2019,64.08,438.57
MFG0001,2022,65.86,325.41
MFG0119,2020,84.57,355.04
MFG0035,2021,89.92,413.29
MFG0198,2020,53.43,358.85
MFG0485,2023,63.07,204.75
MFG0245,2019,51.5,372.09
MFG0059,2022,71.69,325.26
MFG0325,2023,66.63,229.67
MFG0161,2023,75.95,414.04
MFG0497,2023,79.3,197.04
MFG0179,2019,78.07,244.75
MFG0206,2021,53.89,257.96
MFG0012,2019,71.72,172.43
MFG0490,2021,53.35,298.19
MFG0276,2023,91.11,233.64
MFG0181,2023,68.1,322.64
MFG0242,2022,56.97,472.66
MFG0216,2021,66.01,296.07
MFG0251,2023,74.29,348.2
MFG0299,2020,80.07,298.06
MFG0126,2022,86.3,268.44
MFG0482,2019,72.69,373.05
MFG0217,2022,68.33,206.12
MFG0306,2020,79.54,399.69
MFG0285,2021,79.23,222.61
MFG0185,2019,73.31,434.83
MFG0039,2019,80.91,263.26
MFG0223,2021,65.29,217.51
MFG0184,2022,71.74,310.18
MFG0495,2023,49.64,142.72
MFG0427,2022,87.29,192.61
MFG0178,2020,66.59,347.41
MFG0407,2023,87.35,417.72
MFG0428,2022,64.78,241.23
MFG0294,2021,75.32,427.51
MFG0340,2020,72.6,258.7
MFG0151,2020,65.38,318.21
MFG0384,2020,77.28,319.06
MFG0126,2023,86.05,453.07
MFG0301,2019,91.69,388.43
MFG0308,2023,80.17,279.67
MFG0336,2022,58.69,543.53
MFG0434,2019,56.54,294.33
MFG0234,2022,84.53,301.53
MFG0380,2019,61.03,333.25
MFG0375,2023,78.78,257.93
MFG0008,2020,73.47,438.41
MFG0498,2021,86.51,290.44
MFG0341,2020,77.61,364.75
MFG0129,2023,71.66,25.76
MFG0264,2019,94.67,313.15
MFG0157,2020,81.06,266.38
MFG0352,2023,78.1,307.14
MFG0358,2022,64.49,184.21
MFG0005,2021,59.39,281.72
MFG0495,2020,69.15,318.36
MFG0086,2019,55.51,264.33
MFG0175,2022,68.46,359.7
MFG0290,2023,80.81,306.43
MFG0193,2021,82.8,363.68
MFG0311,2019,68.24,397.67
MFG0119,2023,104.3,405.65
MFG0218,2023,86.01,261.79
MFG0427,2020,71.67,260.3
MFG0458,2020,84.56,460.45
MFG0414,2019,65.63,208.21
MFG0114,2023,74.79,257.99
MFG0466,2020,68.03,283.89
MFG0145,2021,58.67,214.31
MFG0026,2021,77.86,311.28
MFG0136,2023,71.94,421.51
MFG0303,2020,72.75,108.74
MFG0232,2019,71.7,248.37
MFG0369,2019,62.12,311.94
MFG0076,2019,89.47,456.46
MFG0475,2021,74.74,150.63
MFG0328,2020,69.06,386.9
MFG0345,2020,57.6,283.67
MFG0302,2021,87.44,316.24
MFG0452,2019,82.09,422.77
MFG0289,2019,72.02,286.83
MFG0001,2023,57.87,296.74
MFG0147,2022,90.25,313.5
MFG0287,2020,67.99,320.13
MFG0464,2020,64.61,191.13
MFG0142,2020,71.46,316.19
MFG0053,2022,76.13,343.41
MFG0304,2023,70.15,138.64
MFG0069,2022,34.74,386.44
MFG0361,2019,74.75,391.52
MFG0090,2019,82.15,325.3
MFG0446,2020,62.2,165.55
MFG0220,2021,89.17,235.12
MFG0450,2020,81.62,67.43
MFG0498,2021,77.16,264.23
MFG0192,2022,60.85,208.65
MFG0454,2019,75.07,293.2
MFG0063,2021,75.9,400.15
MFG0073,2022,71.1,249.77
MFG0161,2019,81.8,341.11
MFG0169,2021,68.03,291.24
MFG0089,2020,69.01,209.61
MFG0176,2020,64.67,440.92
MFG0269,2020,67.04,382.75
MFG0073,2022,70.35,189.15
MFG0245,2020,69.95,344.85
MFG0077,2023,69.46,279.25
MFG0159,2019,82.17,351.26
MFG0489,2022,88.53,165.89
MFG0459,2020,57.9,265.17
MFG0324,2019,88.27,335.37
MFG0098,2021,79.42,191.23
MFG0381,2020,62.18,325.9
MFG0102,2019,68.37,266.51
MFG0494,2023,75.12,304.39
MFG0132,2021,53.79,401.95
MFG0102,2023,71.05,570.65
MFG0019,2019,77.78,307.8
MFG0454,2023,63.81,281.18
MFG0482,2019,55.72,493.12
MFG0082,2019,74.19,413.36
MFG0397,2023,96.29,477.64
MFG0489,2019,64.15,323.82
MFG0279,2020,64.44,381.64
MFG0339,2019,69.79,304.83
MFG0365,2022,89.27,305.65
MFG0331,2019,53.82,311.05
MFG0129,2022,80.47,341.64
MFG0344,2019,66.82,307.44
MFG0310,2019,67.77,438.86
MFG0455,2023,60.89,357.55
MFG0089,2020,69.26,320.15
MFG0213,2020,61.21,316.13
MFG0143,2021,66.03,257.48
MFG0065,2023,44.88,191.53
MFG0076,2023,52.93,400.09
MFG0199,2020,75.7,399.59
MFG0143,2023,85.88,189.3
MFG0405,2020,107.53,191.47
MFG0403,2023,82.17,370.0
MFG0316,2019,66.34,267.98
MFG0093,2020,50.18,201.0
MFG0473,2020,77.94,139.55
MFG0417,2022,56.02,253.78
MFG0305,2023,63.12,313.06
MFG0224,2023,81.75,271.74
MFG0497,2020,75.24,167.36
MFG0291,2019,61.78,241.17
MFG0428,2019,53.23,355.51
MFG0102,2019,74.33,458.3
MFG0474,2023,75.69,304.66
MFG0267,2022,88.54,403.28
MFG0355,2020,44.59,372.1
MFG0456,2021,73.3,241.92
MFG0110,2022,82.08,393.76
MFG0462,2021,67.38,412.43
MFG0330,2022,54.44,251.58
MFG0450,2019,61.83,301.77
MFG0430,2023,72.41,243.48
MFG0265,2021,66.64,174.3
MFG0003,2022,75.34,402.31
MFG0085,2023,86.07,460.28
MFG0282,2021,67.61,293.85
MFG0328,2020,85.42,246.55
MFG0304,2022,70.73,406.8
MFG0450,2020,75.73,417.61
MFG0454,2019,70.71,213.39
MFG0412,2020,76.01,314.02
MFG0117,2020,77.93,497.94
MFG0221,2022,79.06,482.13
MFG0154,2019,72.04,207.59
MFG0153,2020,35.36,160.85
MFG0012,2023,78.55,335.1
MFG0133,2021,50.33,371.3
MFG0482,2020,65.32,371.93
MFG0304,2019,45.7,354.52
MFG0293,2020,90.68,328.36
MFG0463,2021,76.59,257.56
MFG0300,2019,68.42,236.68
MFG0228,2022,87.61,380.41
MFG0271,2019,77.85,229.47
MFG0043,2022,73.37,133.26
MFG0432,2019,76.35,314.39
MFG0343,2021,67.8,328.56
MFG0326,2021,58.36,492.37
MFG0302,2019,82.57,303.35
MFG0498,2020,71.22,167.36
MFG0364,2021,52.65,421.94
MFG0379,2022,77.58,295.07
MFG0427,2022,72.45,284.02
MFG0493,2023,90.7,183.67
MFG0021,2022,74.95,350.96
MFG0407,2023,59.01,315.63
MFG0107,2019,52.31,307.95
MFG0336,2019,85.91,393.77
MFG0303,2019,71.3,405.88
MFG0117,2020,62.48,332.06
MFG0124,2020,64.08,353.85
MFG0399,2023,86.28,334.7
MFG0281,2022,77.19,467.2
MFG0292,2022,84.07,209.33
MFG0203,2019,74.7,191.43
MFG0051,2021,62.8,181.16
MFG0271,2020,91.65,351.73
MFG0324,2020,67.7,288.66
MFG0277,2019,80.85,189.37
MFG0141,2020,83.93,280.65
MFG0470,2019,72.07,515.74
MFG0275,2023,59.75,342.75
MFG0290,2022,64.54,447.49
MFG0334,2021,79.45,169.67
MFG0381,2022,77.87,329.2
MFG0452,2022,86.31,351.27
MFG0496,2023,84.53,369.2
MFG0373,2020,61.52,274.69
MFG0052,2021,87.88,398.66
MFG0494,2020,60.71,349.18
MFG0027,2022,78.54,308.81
MFG0157,2019,98.64,257.16
MFG0239,2022,75.44,151.47
MFG0156,2020,52.43,108.33
MFG0291,2022,68.42,232.69
MFG0136,2019,95.92,284.57
MFG0144,2023,69.72,232.42
MFG0106,2020,86.6,334.44
MFG0420,2022,61.48,382.3
MFG0158,2020,68.09,174.94
MFG0146,2023,69.63,354.92
MFG0002,2022,93.46,297.33
MFG0433,2022,68.63,127.67
MFG0077,2020,51.26,390.85
MFG0132,2020,98.2,206.45
MFG0090,2019,74.5,557.02
MFG0345,2023,79.2,416.77
MFG0350,2019,54.32,285.75
MFG0459,2022,74.84,299.84
MFG0263,2020,72.21,160.86
MFG0351,2022,61.37,475.68
MFG0108,2022,79.35,215.08
MFG0074,2021,53.23,304.2
MFG0039,2021,61.29,235.79
MFG0397,2022,85.33,346.11
MFG0159,2020,64.02,297.91
MFG0071,2022,66.57,237.38
MFG0447,2021,72.99,346.43
MFG0312,2020,67.91,450.39
MFG0241,2022,79.6,304.88
MFG0426,2023,73.94,80.92
MFG0445,2023,55.43,337.56
MFG0298,2022,63.92,152.34
MFG0440,2020,62.73,163.05
MFG0036,2022,66.9,152.67
MFG0084,2022,73.23,370.62
MFG0452,2021,75.37,154.77
MFG0374,2023,45.95,398.73
MFG0263,2021,83.28,381.09
MFG0310,2021,71.0,213.71
MFG0385,2022,59.68,347.91
MFG0172,2021,82.48,417.81
MFG0376,2023,48.84,241.77
MFG0173,2021,54.67,423.21
MFG0362,2023,95.42,316.88
MFG0047,2021,73.61,231.07
MFG0379,2023,63.89,382.59
MFG0141,2021,73.19,227.37
MFG0375,2021,70.0,438.6
MFG0406,2020,72.39,184.77
MFG0118,2023,77.38,430.94
MFG0277,2023,69.82,321.8
MFG0214,2023,75.9,371.23
MFG0220,2019,70.26,260.65
MFG0393,2021,62.97,339.18
MFG0026,2023,59.83,47.02
MFG0009,2019,86.51,321.85
MFG0271,2020,79.12,168.67
MFG0010,2023,83.41,374.81
MFG0472,2023,72.04,246.52
MFG0378,2019,74.48,245.58
MFG0121,2021,70.04,183.6
MFG0125,2020,84.73,318.4
MFG0170,2023,68.21,215.3
MFG0072,2021,61.18,294.72
MFG0152,2020,77.73,267.31
MFG0208,2022,70.33,197.54
MFG0049,2022,74.75,261.14
MFG0154,2020,79.82,240.95
MFG0347,2019,65.63,397.03
MFG0293,2020,69.59,413.68
MFG0068,2020,68.59,168.08
MFG0050,2019,86.15,319.35
MFG0152,2019,72.16,271.99
MFG0019,2021,73.72,212.08
MFG0100,2021,59.28,314.58
MFG0060,2019,80.04,346.91
MFG0167,2022,76.71,33.81
MFG0202,2022,62.81,400.47
MFG0345,2020,93.15,371.09
MFG0146,2023,75.71,297.37
MFG0403,2020,65.14,212.22
MFG0164,2020,71.97,348.94
MFG0458,2023,67.95,234.51
MFG0481,2019,88.98,426.99
MFG0439,2022,82.26,389.79
MFG0242,2020,76.99,301.96
MFG0069,2023,90.89,219.47
MFG0175,2021,60.58,349.62
MFG0049,2020,80.53,379.22
MFG0483,2022,78.02,266.58
MFG0108,2019,69.47,341.14
MFG0226,2020,69.51,252.0
MFG0161,2020,82.15,125.8
MFG0119,2023,81.35,133.7
MFG0149,2021,56.36,315.61
MFG0465,2021,91.98,452.32
MFG0150,2019,84.57,203.28
MFG0432,2022,68.9,219.52
MFG0293,2019,63.3,330.04
MFG0143,2020,84.21,303.69
MFG0419,2020,77.46,328.56
MFG0476,2021,79.88,351.79
MFG0455,2022,78.28,298.18
MFG0160,2023,85.36,313.68
MFG0011,2022,81.42,187.32
MFG0138,2020,66.13,258.18
MFG0457,2023,65.48,426.21
MFG0078,2022,75.92,347.14
MFG0077,2022,97.19,327.9
MFG0441,2023,70.35,212.76
MFG0254,2020,75.99,219.57
MFG0409,2022,81.84,192.56
MFG0258,2023,67.39,116.48
MFG0320,2020,80.77,273.09
MFG0291,2023,72.15,261.05
MFG0263,2023,85.75,318.48
MFG0085,2022,61.61,403.58
MFG0146,2020,97.45,237.36
MFG0323,2022,68.56,424.91
MFG0042,2019,77.74,351.45
MFG0374,2019,72.05,442.2
MFG0125,2020,60.13,186.07
MFG0167,2023,81.17,417.29
MFG0425,2022,69.09,232.53
MFG0241,2022,77.78,220.46
MFG0459,2020,63.14,294.1
MFG0487,2020,69.14,215.15
MFG0280,2019,68.76,342.92
MFG0188,2021,78.06,384.11
MFG0302,2020,75.39,349.39
MFG0019,2021,70.06,294.37
MFG0068,2020,67.93,417.95
MFG0218,2023,75.46,342.84
MFG0102,2023,74.17,285.48
MFG0042,2019,73.42,287.24
MFG0288,2019,93.66,211.58
MFG0167,2021,78.07,203.59
MFG0109,2020,93.16,254.51
MFG0494,2022,71.24,194.72
MFG0036,2019,71.47,184.99
MFG0232,2022,66.44,208.3
MFG0229,2022,75.32,407.48
MFG0353,2020,68.42,219.14
MFG0164,2021,66.85,382.49
MFG0387,2020,51.1,235.97
MFG0073,2019,88.12,318.94
MFG0136,2022,67.78,218.61
MFG0353,2020,88.22,319.61
MFG0379,2020,70.94,527.76
MFG0070,2020,79.09,230.22
MFG0425,2019,72.82,270.63
MFG0487,2021,76.56,181.24
MFG0196,2020,60.9,409.95
MFG0269,2019,85.01,425.91
MFG0049,2022,67.96,206.79
MFG0316,2023,82.18,284.28
MFG0130,2019,55.93,342.07
MFG0444,2023,63.7,306.72
MFG0005,2020,76.09,207.49
MFG0428,2020,70.2,203.34
MFG0027,2019,77.03,176.82
MFG0160,2023,74.28,402.44
MFG0149,2020,92.11,366.35
MFG0264,2022,77.94,466.84
MFG0230,2021,67.24,199.19
MFG0200,2021,67.67,329.96
MFG0050,2020,85.25,313.61
MFG0067,2023,55.19,337.14
MFG0300,2020,78.15,360.96
MFG0381,2023,59.73,619.72
MFG0058,2022,84.2,615.82
MFG0259,2023,67.25,335.92
MFG0342,2020,77.79,461.49
MFG0326,2022,72.41,213.84
MFG0130,2019,56.75,290.06
MFG0215,2021,79.04,220.26
MFG0172,2020,64.07,325.21
MFG0258,2020,80.82,352.58
MFG0102,2020,60.98,529.93
MFG0209,2022,74.66,206.86
MFG0291,2019,72.43,432.62
MFG0354,2023,65.37,258.66
MFG0471,2019,87.18,244.19
MFG0286,2022,72.37,276.45
MFG0116,2020,67.36,498.07
MFG0264,2021,75.29,103.9
MFG0150,2020,55.99,345.22
MFG0300,2023,98.97,412.61
MFG0442,2021,60.06,203.28
MFG0036,2020,78.07,353.32
MFG0453,2021,72.67,227.66
MFG0333,2019,84.98,496.28
MFG0477,2022,73.96,171.11
MFG0287,2020,64.98,357.92
MFG0303,2023,51.56,256.77
MFG0311,2019,52.42,286.04
MFG0208,2020,69.38,271.11
MFG0106,2019,87.07,411.01
MFG0446,2023,53.61,319.49
MFG0158,2020,92.34,159.41
MFG0121,2023,83.96,338.15
MFG0055,2021,57.16,328.18
MFG0400,2023,60.06,405.21
MFG0012,2021,61.17,334.84
MFG0145,2020,75.29,149.19
MFG0400,2021,71.38,418.9
MFG0396,2020,70.97,415.45
MFG0136,2020,66.45,353.61
MFG0468,2022,73.96,330.35
MFG0003,2020,81.21,338.76
MFG0144,2021,70.59,416.9
MFG0030,2022,64.71,437.52
MFG0237,2022,82.91,354.72
MFG0279,2020,69.57,364.94
MFG0348,2023,78.07,321.38
MFG0115,2023,70.9,541.9
MFG0104,2022,83.94,97.5
MFG0118,2020,85.57,235.36
MFG0005,2023,85.18,221.89
MFG0468,2020,65.93,511.8
MFG0360,2020,65.82,279.71
MFG0248,2022,81.61,101.6
MFG0364,2022,71.29,220.56
MFG0321,2019,71.62,357.5
MFG0121,2023,64.36,305.03
MFG0286,2023,87.5,291.67
MFG0149,2023,83.45,322.39
MFG0084,2021,70.69,416.11
MFG0454,2020,64.9,394.26
MFG0406,2022,64.41,220.42
MFG0466,2023,73.47,331.55
MFG0456,2019,76.25,457.04
MFG0231,2023,62.51,323.55
MFG0288,2020,58.31,242.84
MFG0161,2020,72.88,187.34
MFG0272,2022,81.51,325.49
MFG0460,2021,72.81,280.49
MFG0038,2022,69.26,278.7
MFG0226,2023,59.57,323.08
MFG0142,2019,65.03,232.53
MFG0292,2022,81.66,429.23
MFG0481,2021,58.21,292.93
MFG0151,2022,91.5,498.6
MFG0114,2020,72.94,403.33
MFG0237,2023,54.55,292.41
MFG0066,2023,77.54,172.11
MFG0361,2023,76.95,366.29
MFG0341,2023,67.19,347.29
MFG0258,2023,82.33,229.97
MFG0475,2023,65.18,185.36
MFG0249,2019,78.95,298.68
MFG0457,2021,71.62,323.41
MFG0449,2023,68.88,316.01
MFG0331,2021,86.77,300.33
MFG0323,2023,82.82,419.52
MFG0180,2022,59.82,236.45
MFG0190,2023,76.18,489.55
MFG0407,2020,92.83,133.33
MFG0154,2019,87.06,227.15
MFG0196,2022,62.0,180.65
MFG0466,2022,89.56,322.08
MFG0311,2020,82.23,339.9
MFG0262,2023,60.47,475.34
MFG0419,2019,74.28,321.4
MFG0406,2022,77.25,384.68
MFG0427,2019,60.15,191.16
MFG0143,2022,79.77,161.87
MFG0342,2023,98.73,430.83
MFG0316,2022,87.02,394.15
MFG0101,2022,73.78,323.9
MFG0244,2021,68.9,212.39
MFG0490,2023,75.61,543.08
MFG0012,2020,61.27,382.88
MFG0239,2020,66.75,230.87
MFG0049,2023,50.42,305.28
MFG0042,2020,76.78,154.14
MFG0166,2023,68.29,312.18
MFG0082,2020,78.8,253.55
MFG0429,2021,73.32,538.73
MFG0291,2020,60.88,376.19
MFG0158,2022,74.21,47.1
MFG0216,2023,64.15,484.06
MFG0490,2019,90.21,340.37
MFG0158,2019,62.72,454.0
MFG0462,2023,66.83,327.78
MFG0134,2021,60.85,315.2
MFG0067,2020,59.9,216.53
MFG0336,2021,72.33,365.34
MFG0007,2019,58.3,408.9
MFG0436,2023,69.93,124.68
MFG0014,2023,76.73,218.01
MFG0073,2021,67.34,176.84
MFG0399,2021,47.77,478.49
MFG0405,2020,86.67,412.08
MFG0163,2022,74.93,264.05
MFG0066,2022,75.06,407.56
MFG0347,2020,69.45,163.18
MFG0130,2022,80.92,330.46
MFG0419,2019,82.32,393.41
MFG0466,2022,83.42,245.93
MFG0206,2020,74.96,299.16
MFG0276,2022,56.86,350.3
MFG0466,2023,76.46,415.39
MFG0256,2021,74.94,147.44
MFG0266,2019,65.96,282.92
MFG0025,2023,63.18,208.06
MFG0450,2023,77.97,354.73
MFG0281,2020,71.17,269.27
MFG0253,2021,67.71,381.47
MFG0310,2021,90.4,165.69
MFG0289,2019,79.39,252.61
MFG0164,2020,76.78,500.36
MFG0095,2019,85.4,279.64
MFG0270,2022,75.63,408.19
MFG0321,2023,64.25,194.29
MFG0110,2019,67.71,151.29
MFG0336,2023,80.05,440.52
MFG0310,2020,78.87,380.59
MFG0238,2022,76.91,258.25
MFG0381,2020,59.49,463.41
MFG0436,2022,80.95,237.89
MFG0387,2022,71.28,214.36
MFG0483,2023,78.6,301.55
MFG0425,2020,62.87,272.95
